#auto.ord	auto.parent.ord	auto.deprel	gold.ord	gold.parent.ord	gold.deprel	parent_match	PreGenNmod
7	8	case	7	8	case	correct	
8	6	obl	8	6	obl	correct	
9	10	cc	9	10	cc	correct	
10	8	conj	10	8	conj	correct	
11	6	punct	11	6	punct	correct	
12	14	case	12	14	case	correct	
13	14	det	13	14	det	correct	
14	18	obl	14	18	obl	correct	
15	17	det	15	17	det	correct	
16	17	det	16	17	det	correct	
17	18	nsubj	17	18	nsubj	correct	
18	0	root	18	0	root	wrong	
19	18	advmod	19	18	advmod	correct	
20	18	punct	20	18	punct	correct	
1	2	cc	1	2	cc	correct	
2	0	root	2	0	root	wrong	
3	6	cc	3	7	cc	wrong	
4	6	nsubj	4	6	nmod	correct	1
5	6	expl:pv	5	7	expl:pv	wrong	
6	2	conj	6	7	nmod	wrong	
7	6	obl	7	2	obl	wrong	
8	9	punct	8	9	punct	correct	
9	2	conj	9	2	parataxis	correct	
10	11	case	10	11	case	correct	
11	9	obl	11	9	obl	correct	
12	9	nsubj	12	13	nmod	wrong	1
13	9	nsubj	13	9	nsubj	correct	
14	13	amod	14	13	amod	correct	
15	2	punct	15	2	punct	correct	
1	11	cc	1	4	cc	wrong	
2	4	advmod	2	4	nsubj	correct	
3	4	nsubj	3	2	fixed	wrong	
4	11	ccomp	4	0	root	wrong	
5	4	obj	5	4	obj	correct	
6	8	case	6	8	case	correct	
7	8	det	7	8	det	correct	
8	4	obl	8	4	obl	correct	
9	4	punct	9	11	punct	wrong	
10	4	obj	10	11	obj	wrong	
11	0	root	11	4	parataxis	wrong	
12	18	punct	12	18	punct	correct	
13	18	obj	13	18	obj	correct	
14	18	nsubj	14	18	nsubj	correct	
15	18	obl:arg	15	18	obl:arg	correct	
16	17	case	16	17	case	correct	
17	15	nmod	17	18	nmod	wrong	
18	11	ccomp	18	4	ccomp	wrong	
19	20	case	19	20	case	correct	
20	18	obl	20	18	obl	correct	
21	11	punct	21	4	punct	wrong	
1	3	case	1	3	case	correct	
2	3	amod	2	3	amod	correct	
3	6	obl	3	6	obl	correct	
4	6	aux	4	6	aux	correct	
5	6	advmod	5	6	advmod	correct	
6	0	root	6	0	root	wrong	
7	13	cc	7	13	cc	correct	
8	9	amod	8	9	amod	correct	
9	13	obj	9	13	obj	correct	
10	11	case	10	11	case	correct	
11	9	nmod	11	9	nmod	correct	
12	11	nmod	12	11	nmod	correct	
13	6	conj	13	6	conj	correct	
14	6	punct	14	6	punct	correct	
1	3	case	1	3	case	correct	
2	3	amod	2	3	amod	correct	
3	7	obl	3	7	obl	correct	
4	7	aux	4	7	aux	correct	
5	6	amod	5	6	amod	correct	
6	7	obj	6	7	obj	correct	
7	0	root	7	0	root	wrong	
8	10	punct	8	14	punct	wrong	
9	10	cc	9	14	cc	wrong	
10	7	conj	10	14	xcomp	wrong	
11	12	punct	11	12	punct	correct	
12	10	conj	12	10	conj	correct	
13	14	aux	13	14	aux	correct	
14	7	conj	14	7	conj	correct	
15	14	obj	15	12	obj	wrong	
16	15	xcomp	16	15	amod	correct	
17	7	punct	17	7	punct	correct	
1	2	nsubj	1	2	nsubj	correct	
2	0	root	2	0	root	wrong	
3	2	punct	3	2	punct	correct	
1	2	det	1	2	det	correct	
2	4	nsubj	2	4	nsubj	correct	
3	2	amod	3	6	amod	wrong	
4	0	root	4	0	root	wrong	
5	4	obl	5	4	obl	correct	
6	4	obj	6	4	obj	correct	
7	8	punct	7	8	punct	correct	
8	4	conj	8	10	nsubj:pass	wrong	
9	8	orphan	9	8	det	correct	
10	8	orphan	10	4	parataxis	wrong	
11	12	cc	11	12	cc	correct	
12	4	conj	12	10	conj	wrong	
13	14	det	13	14	nmod	correct	
14	12	nsubj	14	12	nsubj	correct	
15	4	punct	15	4	punct	correct	
1	13	nsubj	1	13	nsubj	correct	
2	1	nummod	2	1	nummod	correct	
3	4	case	3	4	case	correct	
4	2	nmod	4	1	nmod	wrong	
5	9	punct	5	9	punct	correct	
6	9	advmod	6	9	advmod	correct	
7	9	nsubj	7	9	nsubj	correct	
8	9	xcomp	8	9	xcomp	correct	
9	1	parataxis	9	1	parataxis	correct	
10	9	punct	10	9	punct	correct	
11	13	punct	11	12	punct	wrong	
12	13	nsubj	12	1	appos	wrong	
13	0	root	13	0	root	wrong	
14	13	obj	14	13	obj	correct	
15	17	cc	15	17	cc	correct	
16	17	nsubj	16	17	nsubj	correct	
17	13	conj	17	13	conj	correct	
18	13	punct	18	13	punct	correct	
1	8	advmod	1	8	advmod	correct	
2	3	case	2	3	case	correct	
3	8	obl	3	8	obl	correct	
4	3	nmod	4	3	nmod	correct	
5	4	det	5	4	det	correct	
6	8	nsubj	6	8	nsubj	correct	
7	6	nmod	7	6	nmod	correct	
8	0	root	8	0	root	wrong	
9	10	punct	9	29	punct	wrong	
10	8	conj	10	11	advmod:emph	wrong	
11	10	orphan	11	29	nsubj	wrong	
12	11	amod	12	11	amod	correct	
13	10	punct	13	16	punct	wrong	
14	10	orphan	14	16	advmod:emph	wrong	
15	16	amod	15	16	amod	correct	
16	10	orphan	16	11	conj	wrong	
17	18	cc	17	18	cc	correct	
18	16	conj	18	16	conj	correct	
19	18	det	19	18	det	correct	
20	18	amod	20	18	amod	correct	
21	22	punct	21	22	punct	correct	
22	11	conj	22	16	conj	wrong	
23	24	punct	23	24	punct	correct	
24	22	conj	24	22	conj	correct	
25	26	cc	25	26	cc	correct	
26	22	conj	26	22	conj	correct	
27	29	punct	27	29	punct	correct	
28	29	nsubj	28	30	nsubj	wrong	
29	8	conj	29	8	parataxis	correct	
30	29	obj	30	29	obj	correct	
31	32	cc	31	32	cc	correct	
32	29	conj	32	29	conj	correct	
33	35	punct	33	35	punct	correct	
34	35	advmod	34	35	advmod	correct	
35	32	ccomp	35	32	ccomp	correct	
36	35	nsubj	36	35	nsubj	correct	
37	8	punct	37	8	punct	correct	
1	2	cc	1	2	cc	correct	
2	0	root	2	0	root	wrong	
3	2	obj	3	2	obj	correct	
4	3	advmod	4	2	advmod	wrong	
5	10	punct	5	10	punct	correct	
6	10	obj	6	10	obj	correct	
7	8	case	7	8	case	correct	
8	10	obl	8	10	obl	correct	
9	10	obl:arg	9	10	obl:arg	correct	
10	3	acl:relcl	10	3	acl:relcl	correct	
11	10	advmod	11	10	advmod	correct	
12	10	nsubj	12	15	nmod	wrong	1
13	14	punct	13	14	punct	correct	
14	12	conj	14	12	conj	correct	
15	12	conj	15	10	nsubj	wrong	
16	2	punct	16	2	punct	correct	
1	2	cc	1	2	cc	correct	
2	0	root	2	0	root	wrong	
3	4	amod	3	4	nmod	correct	1
4	2	obj	4	2	obj	correct	
5	10	cc	5	10	cc	correct	
6	7	amod	6	7	amod	correct	
7	10	nsubj	7	10	nsubj	correct	
8	7	det	8	7	det	correct	
9	10	expl:pv	9	10	expl:pv	correct	
10	2	conj	10	2	conj	correct	
11	13	case	11	13	case	correct	
12	13	det	12	13	det	correct	
13	10	obl	13	10	obl	correct	
14	18	punct	14	18	punct	correct	
15	18	mark	15	18	mark	correct	
16	18	nsubj	16	18	nsubj	correct	
17	18	obl	17	18	obl	correct	
18	10	conj	18	10	advcl	correct	
19	20	cc	19	20	cc	correct	
20	18	conj	20	18	conj	correct	
21	20	obl	21	20	obl	correct	
22	21	det	22	21	det	correct	
23	2	punct	23	2	punct	correct	
1	2	case	1	2	case	correct	
2	18	obl	2	18	obl	correct	
3	2	det	3	2	det	correct	
4	2	amod	4	2	amod	correct	
5	8	punct	5	8	punct	correct	
6	7	case	6	7	case	correct	
7	8	obl	7	8	obl	correct	
8	2	acl:relcl	8	2	acl:relcl	correct	
9	8	nsubj	9	8	nsubj	correct	
10	8	expl:pv	10	8	expl:pv	correct	
11	12	case	11	13	case	wrong	
12	8	dep	12	13	amod	wrong	
13	8	advmod	13	8	obl	correct	
14	16	punct	14	16	punct	correct	
15	16	mark	15	16	mark	correct	
16	8	advcl	16	9	acl	wrong	
17	16	punct	17	8	punct	wrong	
18	0	root	18	0	root	wrong	
19	20	case	19	20	case	correct	
20	18	obl	20	18	obl	correct	
21	18	nsubj	21	18	nsubj	correct	
22	29	punct	22	29	punct	correct	
23	24	case	23	27	case	wrong	
24	29	obl	24	27	obl	wrong	
25	24	amod	25	27	amod	wrong	
26	27	case	26	27	advmod	correct	
27	29	obl	27	29	obl	correct	
28	27	amod	28	27	amod	correct	
29	21	amod	29	18	advcl	wrong	
30	18	punct	30	18	punct	correct	
1	0	root	1	0	root	wrong	
2	1	xcomp	2	1	advcl	correct	
3	4	punct	3	4	punct	correct	
4	1	conj	4	1	conj	correct	
5	4	orphan	5	4	orphan	correct	
6	8	case	6	8	case	correct	
7	8	amod	7	8	amod	correct	
8	5	obl	8	4	orphan	wrong	
9	10	amod	9	10	amod	correct	
10	8	nmod	10	8	nmod	correct	
11	13	punct	11	13	punct	correct	
12	13	case	12	13	case	correct	
13	8	appos	13	8	appos	correct	
14	19	punct	14	19	punct	correct	
15	19	advmod	15	19	advmod	correct	
16	17	advmod:emph	16	17	advmod:emph	correct	
17	19	advmod	17	19	advmod	correct	
18	19	nsubj	18	19	nsubj	correct	
19	13	acl:relcl	19	13	acl:relcl	correct	
20	21	punct	20	21	punct	correct	
21	19	conj	21	19	conj	correct	
22	21	orphan	22	21	orphan	correct	
23	22	nmod	23	22	nmod	correct	
24	25	case	24	25	case	correct	
25	22	nmod	25	22	nmod	correct	
26	27	cc	26	27	cc	correct	
27	25	conj	27	25	conj	correct	
28	1	punct	28	1	punct	correct	
1	2	nsubj	1	2	nsubj	correct	
2	0	root	2	0	root	wrong	
3	8	punct	3	8	punct	correct	
4	8	cc	4	8	cc	correct	
5	6	case	5	6	case	correct	
6	8	obl	6	8	obl	correct	
7	8	expl:pv	7	8	expl:pv	correct	
8	2	conj	8	2	conj	correct	
9	8	nsubj	9	8	nsubj	correct	
10	14	punct	10	14	punct	correct	
11	12	case	11	12	case	correct	
12	14	obl	12	14	obl	correct	
13	14	expl:pv	13	14	expl:pv	correct	
14	2	conj	14	2	conj	correct	
15	14	nsubj	15	14	nsubj	correct	
16	22	punct	16	22	punct	correct	
17	22	advmod	17	22	advmod	correct	
18	22	aux	18	22	aux	correct	
19	20	case	19	20	case	correct	
20	21	obl:arg	20	22	obl:arg	wrong	
21	22	obl:arg	21	20	amod	wrong	
22	14	advcl	22	14	advcl	correct	
23	24	punct	23	24	punct	correct	
24	2	conj	24	2	conj	correct	
25	26	cc	25	26	cc	correct	
26	24	conj	26	24	nsubj	correct	
27	26	nmod	27	26	nmod	correct	
28	30	cc	28	30	cc	correct	
29	30	det	29	30	det	correct	
30	24	conj	30	26	conj	wrong	
31	2	punct	31	2	punct	correct	
1	2	case	1	2	case	correct	
2	0	root	2	17	obl	wrong	
3	4	mark	3	4	mark	correct	
4	2	dep	4	17	advcl	wrong	
5	4	nmod	5	6	nmod	wrong	1
6	4	amod	6	4	amod	correct	
7	9	case	7	9	case	correct	
8	9	amod	8	9	amod	correct	
9	6	obl	9	6	obl	correct	
10	12	punct	10	12	punct	correct	
11	12	nsubj	11	12	nsubj	correct	
12	9	acl:relcl	12	9	acl:relcl	correct	
13	14	case	13	14	case	correct	
14	12	obl	14	12	obl	correct	
15	17	punct	15	12	punct	wrong	
16	17	nsubj	16	17	nsubj	correct	
17	4	conj	17	0	root	wrong	
18	21	cc	18	21	cc	correct	
19	20	amod	19	20	amod	correct	
20	21	obj	20	21	obj	correct	
21	17	conj	21	17	conj	correct	
22	21	advmod	22	21	advmod	correct	
23	24	cc	23	24	cc	correct	
24	22	conj	24	22	conj	correct	
25	2	punct	25	17	punct	wrong	
1	5	advmod	1	5	advmod	correct	
2	3	cc	2	3	cc	correct	
3	1	conj	3	1	conj	correct	
4	5	expl:pv	4	5	expl:pv	correct	
5	0	root	5	0	root	wrong	
6	5	advmod	6	5	advmod	correct	
7	14	punct	7	14	punct	correct	
8	14	cc	8	14	cc	correct	
9	10	case	9	10	case	correct	
10	14	obl	10	14	obl	correct	
11	14	nsubj	11	14	nsubj	correct	
12	13	cc	12	13	cc	correct	
13	11	conj	13	11	conj	correct	
14	5	conj	14	5	conj	correct	
15	14	obj	15	14	obj	correct	
16	14	obl	16	14	obl	correct	
17	16	amod	17	16	amod	correct	
18	17	advmod	18	17	advmod	correct	
19	5	punct	19	24	punct	wrong	
20	24	nsubj	20	24	obl	correct	
21	24	nsubj	21	20	nmod	wrong	
22	21	det	22	21	det	correct	
23	24	expl:pv	23	24	expl:pv	correct	
24	5	root	24	14	conj	wrong	
25	24	punct	25	5	punct	wrong	
1	0	root	1	0	root	wrong	
2	1	aux	2	1	aux	correct	
3	6	case	3	6	case	correct	
4	6	amod	4	6	amod	correct	
5	6	det	5	6	det	correct	
6	1	obl	6	1	obl	correct	
7	6	acl	7	1	advcl	wrong	
8	9	case	8	9	case	correct	
9	7	obl	9	7	obl	correct	
10	9	nmod	10	9	det	correct	
11	13	punct	11	13	punct	correct	
12	13	mark	12	13	mark	correct	
13	1	advcl	13	7	ccomp	wrong	
14	13	expl:pv	14	13	expl:pv	correct	
15	16	case	15	16	case	correct	
16	13	obl	16	13	obl	correct	
17	18	case	17	18	case	correct	
18	13	obl	18	13	obl	correct	
19	13	nsubj	19	13	nsubj	correct	
20	19	amod	20	19	amod	correct	
21	22	case	21	22	case	correct	
22	20	obl	22	13	obl	wrong	
23	22	det	23	22	det	correct	
24	27	punct	24	27	punct	correct	
25	27	case	25	27	case	correct	
26	27	amod	26	27	amod	correct	
27	22	appos	27	22	appos	correct	
28	1	punct	28	1	punct	correct	
1	29	advmod	1	19	advmod	wrong	
2	19	mark	2	19	mark	correct	
3	19	advmod	3	19	advmod	correct	
4	5	case	4	5	case	correct	
5	19	obl	5	19	obl	correct	
6	19	nsubj	6	19	nsubj	correct	
7	19	obj	7	19	obj	correct	
8	9	punct	8	9	punct	correct	
9	7	conj	9	7	conj	correct	
10	11	punct	10	11	punct	correct	
11	7	conj	11	7	conj	correct	
12	13	punct	12	13	punct	correct	
13	7	conj	13	7	conj	correct	
14	15	case	14	15	case	correct	
15	13	nmod	15	16	nmod	wrong	
16	7	xcomp	16	7	amod	correct	
17	18	case	17	18	case	correct	
18	19	obl	18	19	obl	correct	
19	29	advcl	19	29	advcl	correct	
20	21	punct	20	21	punct	correct	
21	19	conj	21	7	conj	wrong	
22	23	advmod:emph	22	23	advmod:emph	correct	
23	21	orphan	23	21	det:numgov	correct	
24	19	punct	24	19	punct	correct	
25	29	nsubj	25	29	nsubj	correct	
26	29	advmod	26	29	advmod	correct	
27	29	obj	27	29	obj	correct	
28	27	amod	28	27	amod	correct	
29	0	root	29	0	root	wrong	
30	31	punct	30	31	punct	correct	
31	27	appos	31	27	appos	correct	
32	29	punct	32	29	punct	correct	
1	2	amod	1	2	amod	correct	
2	0	root	2	0	root	wrong	
3	5	punct	3	5	punct	correct	
4	5	nsubj	4	5	nsubj	correct	
5	2	acl:relcl	5	2	acl:relcl	correct	
6	5	expl:pv	6	5	expl:pv	correct	
7	8	case	7	8	case	correct	
8	5	obl:arg	8	5	obl:arg	correct	
9	8	nmod	9	8	nmod	correct	
10	11	punct	10	11	punct	correct	
11	9	conj	11	9	conj	correct	
12	13	punct	12	13	punct	correct	
13	9	conj	13	9	conj	correct	
14	15	punct	14	15	punct	correct	
15	9	conj	15	9	conj	correct	
16	19	cc	16	19	cc	correct	
17	19	nsubj	17	19	nsubj	correct	
18	19	advmod	18	19	advmod	correct	
19	5	conj	19	5	conj	correct	
20	19	expl:pv	20	19	expl:pv	correct	
21	22	mark	21	22	mark	correct	
22	19	advcl	22	19	advcl	correct	
23	26	amod	23	26	amod	correct	
24	25	punct	24	25	punct	correct	
25	23	conj	25	23	conj	correct	
26	22	nmod	26	22	nmod	correct	
27	2	punct	27	2	punct	correct	
1	6	advmod	1	6	advmod	correct	
2	6	advmod	2	6	advmod	correct	
3	6	nsubj	3	6	nsubj	correct	
4	6	nsubj	4	3	flat	wrong	
5	6	advmod	5	6	obj	correct	
6	0	root	6	0	root	wrong	
7	6	obl	7	6	obl	correct	
8	6	advmod	8	6	advmod	correct	
9	13	punct	9	13	punct	correct	
10	11	case	10	11	case	correct	
11	13	obl	11	13	obl	correct	
12	13	expl:pass	12	13	expl:pass	correct	
13	6	conj	13	6	advcl	correct	
14	20	punct	14	20	punct	correct	
15	20	advmod	15	20	mark	correct	
16	20	nsubj	16	20	nsubj	correct	
17	16	det	17	16	det	correct	
18	16	amod	18	16	amod	correct	
19	20	advmod	19	20	advmod	correct	
20	6	conj	20	6	advcl	correct	
21	22	case	21	22	case	correct	
22	20	obl	22	20	obl	correct	
23	25	case	23	25	case	correct	
24	25	amod	24	25	amod	correct	
25	20	obl	25	20	obl	correct	
26	6	punct	26	6	punct	correct	
1	3	advmod	1	3	advmod	correct	
2	3	advmod	2	3	advmod	correct	
3	0	root	3	0	root	wrong	
4	3	advmod	4	3	advmod	correct	
5	3	nsubj	5	3	nsubj	correct	
6	7	punct	6	7	punct	correct	
7	5	conj	7	5	conj	correct	
8	9	punct	8	9	punct	correct	
9	3	conj	9	3	conj	correct	
10	9	nsubj	10	9	nsubj	correct	
11	12	cc	11	12	cc	correct	
12	3	conj	12	3	conj	correct	
13	12	nsubj	13	12	nsubj	correct	
14	15	case	14	15	case	correct	
15	12	obl	15	12	obl	correct	
16	18	punct	16	18	punct	correct	
17	18	nsubj	17	18	nsubj	correct	
18	15	acl:relcl	18	15	acl:relcl	correct	
19	18	obj	19	18	obj	correct	
20	25	punct	20	25	punct	correct	
21	25	cc	21	25	mark	correct	
22	25	nsubj	22	25	advmod	correct	
23	25	nsubj	23	25	nsubj	correct	
24	25	cop	24	25	cop	correct	
25	3	conj	25	3	advcl	correct	
26	27	punct	26	27	punct	correct	
27	25	conj	27	25	conj	correct	
28	27	obl:arg	28	27	obl:arg	correct	
29	3	punct	29	3	punct	correct	
1	9	cc	1	9	cc	correct	
2	9	nsubj	2	9	nsubj	correct	
3	2	det	3	2	det	correct	
4	5	punct	4	5	punct	correct	
5	2	appos	5	2	appos	correct	
6	7	amod	6	7	amod	correct	
7	5	nmod	7	5	nmod	correct	
8	5	punct	8	5	punct	correct	
9	0	root	9	0	root	wrong	
10	11	mark	10	11	mark	correct	
11	9	dep	11	9	advcl	correct	
12	11	advmod	12	9	advmod	wrong	
13	14	punct	13	14	punct	correct	
14	11	conj	14	11	conj	correct	
15	14	det	15	14	det	correct	
16	17	case	16	17	case	correct	
17	14	nmod	17	14	nmod	correct	
18	9	punct	18	19	punct	wrong	
19	9	root	19	9	conj	correct	
20	19	obj	20	19	obj	correct	
21	23	case	21	23	case	correct	
22	23	amod	22	23	amod	correct	
23	20	nmod	23	20	nmod	correct	
24	27	punct	24	27	punct	correct	
25	27	mark	25	27	mark	correct	
26	27	aux	26	27	aux	correct	
27	19	advcl	27	19	advcl	correct	
28	29	amod	28	29	amod	correct	
29	27	obj	29	27	obj	correct	
30	19	punct	30	9	punct	wrong	
1	0	root	1	0	root	wrong	
2	1	obj	2	1	obj	correct	
3	5	punct	3	5	punct	correct	
4	5	obj	4	5	obj	correct	
5	1	conj	5	1	conj	correct	
6	7	case	6	7	case	correct	
7	5	obl	7	5	obl	correct	
8	9	punct	8	9	punct	correct	
9	1	conj	9	1	conj	correct	
10	11	mark	10	11	mark	correct	
11	9	dep	11	9	advcl	correct	
12	11	advmod	12	9	advmod	wrong	
13	14	punct	13	14	punct	correct	
14	11	conj	14	9	orphan	wrong	
15	14	det	15	14	det	correct	
16	17	case	16	17	case	correct	
17	14	nmod	17	14	nmod	correct	
18	20	punct	18	20	punct	correct	
19	20	nsubj	19	20	nsubj	correct	
20	1	conj	20	1	conj	correct	
21	23	punct	21	25	punct	wrong	
22	23	case	22	23	case	correct	
23	20	conj	23	25	obl	wrong	
24	23	orphan	24	25	cc	wrong	
25	24	nmod	25	20	acl:relcl	wrong	
26	27	punct	26	28	punct	wrong	
27	25	conj	27	28	cc	wrong	
28	27	nmod	28	25	conj	wrong	
29	1	punct	29	1	punct	correct	
1	2	case	1	2	case	correct	
2	4	obl	2	4	obl	correct	
3	2	nmod	3	2	nmod	correct	
4	0	root	4	0	root	wrong	
5	4	nsubj:pass	5	4	nsubj:pass	correct	
6	4	punct	6	4	punct	correct	
1	0	root	1	0	root	wrong	
2	1	nsubj:pass	2	1	nsubj:pass	correct	
3	7	punct	3	7	punct	correct	
4	5	case	4	5	case	correct	
5	7	obl	5	7	obl	correct	
6	7	nsubj	6	7	nsubj	correct	
7	2	acl:relcl	7	2	acl:relcl	correct	
8	10	punct	8	10	punct	correct	
9	10	advmod:emph	9	10	advmod:emph	correct	
10	7	dep	10	7	parataxis	correct	
11	10	punct	11	10	punct	correct	
12	13	case	12	7	obj	wrong	
13	7	obl	13	12	nmod	wrong	
14	1	punct	14	1	punct	correct	
1	0	root	1	0	root	wrong	
2	1	punct	2	1	punct	correct	
1	4	nsubj	1	4	nsubj	correct	
2	4	advmod	2	4	advmod	correct	
3	4	xcomp	3	4	xcomp	correct	
4	0	root	4	0	root	wrong	
5	4	punct	5	4	punct	correct	
1	4	nsubj	1	4	nsubj	correct	
2	4	advmod	2	4	advmod	correct	
3	5	obj	3	5	obj	correct	
4	0	root	4	0	root	wrong	
5	4	xcomp	5	4	xcomp	correct	
6	5	obj	6	3	obj	wrong	
7	4	punct	7	4	punct	correct	
1	0	root	1	17	advcl	wrong	
2	1	nsubj:pass	2	1	nsubj:pass	correct	
3	7	punct	3	7	punct	correct	
4	5	case	4	5	case	correct	
5	7	obl	5	7	obl	correct	
6	7	nsubj	6	7	nsubj	correct	
7	2	acl:relcl	7	2	acl:relcl	correct	
8	10	punct	8	10	punct	correct	
9	10	advmod:emph	9	10	advmod:emph	correct	
10	7	dep	10	12	amod	wrong	
11	10	punct	11	10	punct	correct	
12	7	obj	12	7	obj	correct	
13	12	nmod	13	12	nmod	correct	
14	20	punct	14	1	punct	wrong	
15	20	xcomp	15	17	xcomp	wrong	
16	20	cop	16	17	obj	wrong	
17	20	advmod	17	0	root	wrong	
18	20	punct	18	20	punct	correct	
19	20	amod	19	20	amod	correct	
20	7	conj	20	17	obl	wrong	
21	20	nmod	21	20	nmod	correct	
22	24	punct	22	24	punct	correct	
23	24	nsubj	23	24	obj	correct	
24	20	conj	24	17	parataxis	wrong	
25	26	det	25	26	det	correct	
26	24	obj	26	24	nsubj	correct	
27	28	cc	27	28	cc	correct	
28	26	conj	28	26	conj	correct	
29	1	punct	29	17	punct	wrong	
1	0	root	1	0	root	wrong	
2	4	amod	2	4	amod	correct	
3	4	det	3	4	det	correct	
4	1	obj	4	1	obj	correct	
5	9	punct	5	9	punct	correct	
6	9	obj	6	9	obj	correct	
7	9	obl:arg	7	9	obl:arg	correct	
8	9	nsubj	8	9	nsubj	correct	
9	4	acl:relcl	9	4	acl:relcl	correct	
10	11	case	10	11	case	correct	
11	9	obl	11	9	obl	correct	
12	1	punct	12	13	punct	wrong	
13	1	root	13	1	conj	correct	
14	13	obj	14	13	obj	correct	
15	17	punct	15	17	punct	correct	
16	17	dep	16	18	amod	wrong	
17	14	acl:relcl	17	13	conj	wrong	
18	17	obj	18	17	obj	correct	
19	24	punct	19	24	punct	correct	
20	24	aux	20	24	mark	correct	
21	24	obj	21	24	obj	correct	
22	23	case	22	23	case	correct	
23	24	obl	23	24	obl	correct	
24	13	conj	24	13	advcl	correct	
25	27	case	25	27	case	correct	
26	27	amod	26	27	amod	correct	
27	24	obl	27	24	obl	correct	
28	32	punct	28	32	punct	correct	
29	32	aux	29	32	mark	correct	
30	32	advmod	30	32	advmod	correct	
31	32	nsubj	31	32	nsubj	correct	
32	13	conj	32	24	advcl	wrong	
33	34	amod	33	34	amod	correct	
34	32	obl:arg	34	31	nmod	wrong	
35	37	punct	35	37	punct	correct	
36	37	case	36	37	case	correct	
37	32	conj	37	32	conj	correct	
38	37	amod	38	37	amod	correct	
39	37	orphan	39	37	orphan	correct	
40	39	amod	40	39	amod	correct	
41	42	punct	41	42	punct	correct	
42	39	appos	42	39	appos	correct	
43	42	nmod	43	42	nmod	correct	
44	43	nmod	44	43	nmod	correct	
45	46	amod	45	46	amod	correct	
46	44	nmod	46	44	nmod	correct	
47	48	punct	47	48	punct	correct	
48	39	conj	48	39	appos	correct	
49	48	amod	49	48	amod	correct	
50	51	punct	50	51	punct	correct	
51	49	conj	51	49	conj	correct	
52	53	punct	52	53	punct	correct	
53	49	conj	53	49	conj	correct	
54	13	punct	54	1	punct	wrong	
1	3	nsubj	1	2	nmod	wrong	1
2	3	nsubj	2	3	nsubj	correct	
3	0	root	3	0	root	wrong	
4	3	expl:pv	4	3	expl:pv	correct	
5	6	case	5	6	case	correct	
6	3	obl	6	3	obl	correct	
7	11	punct	7	11	punct	correct	
8	11	xcomp	8	11	xcomp	correct	
9	10	case	9	10	case	correct	
10	11	obl	10	11	obl	correct	
11	3	conj	11	3	parataxis	correct	
12	13	amod	12	13	amod	correct	
13	11	obj	13	11	obj	correct	
14	15	punct	14	17	punct	wrong	
15	11	conj	15	17	nmod	wrong	1
16	17	amod	16	17	amod	correct	
17	15	orphan	17	13	conj	wrong	
18	19	punct	18	19	punct	correct	
19	13	conj	19	13	conj	correct	
20	21	cc	20	21	cc	correct	
21	19	conj	21	19	conj	correct	
22	23	cc	22	23	cc	correct	
23	13	conj	23	13	conj	correct	
24	25	case	24	25	case	correct	
25	23	nmod	25	23	nmod	correct	
26	23	amod	26	23	amod	correct	
27	28	punct	27	28	punct	correct	
28	26	conj	28	26	conj	correct	
29	37	punct	29	37	punct	correct	
30	37	cc	30	37	cc	correct	
31	35	nsubj	31	35	mark	correct	
32	33	advmod	32	33	advmod:emph	correct	
33	35	xcomp	33	35	advcl	correct	
34	35	advmod	34	35	advmod	correct	
35	37	advcl	35	37	advcl	correct	
36	35	punct	36	35	punct	correct	
37	3	conj	37	3	conj	correct	
38	39	case	38	39	case	correct	
39	37	obl	39	37	obl	correct	
40	37	punct	40	37	punct	correct	
41	37	punct	41	37	punct	correct	
42	37	dep	42	43	discourse	wrong	
43	37	dep	43	37	ccomp	correct	
44	3	punct	44	3	punct	correct	
45	3	root	45	3	punct	correct	
1	2	advmod	1	2	advmod	correct	
2	7	advcl	2	7	advcl	correct	
3	2	punct	3	2	punct	correct	
4	7	advmod	4	7	advmod	correct	
5	7	nsubj	5	7	nsubj	correct	
6	7	nsubj	6	5	flat	wrong	
7	0	root	7	0	root	wrong	
8	7	xcomp	8	7	xcomp	correct	
9	10	case	9	11	case	wrong	
10	8	obl	10	11	nmod	wrong	1
11	10	nmod	11	8	nmod	wrong	
12	14	punct	12	14	punct	correct	
13	14	advmod	13	14	advmod	correct	
14	11	acl:relcl	14	11	acl:relcl	correct	
15	14	aux	15	14	aux	correct	
16	17	punct	16	17	punct	correct	
17	7	conj	17	7	parataxis	correct	
18	17	obl:arg	18	17	obl:arg	correct	
19	20	case	19	20	case	correct	
20	17	obl	20	17	obl	correct	
21	25	punct	21	25	punct	correct	
22	23	case	22	23	case	correct	
23	25	obl	23	25	obl	correct	
24	23	nmod	24	23	nmod	correct	
25	7	conj	25	7	parataxis	correct	
26	27	amod	26	27	amod	correct	
27	25	obj	27	25	obj	correct	
28	32	punct	28	32	punct	correct	
29	30	case	29	30	case	correct	
30	32	obl	30	32	obl	correct	
31	32	obj	31	32	obj	correct	
32	7	conj	32	25	conj	wrong	
33	38	punct	33	38	punct	correct	
34	38	nsubj	34	38	nsubj	correct	
35	36	case	35	36	case	correct	
36	38	obl	36	38	obl	correct	
37	38	expl:pv	37	38	expl:pv	correct	
38	32	advcl	38	31	acl:relcl	wrong	
39	40	punct	39	40	punct	correct	
40	7	xcomp	40	32	advcl	wrong	
41	40	advmod	41	40	advmod	correct	
